"HVN","11.720","306.720.000","19.670","513.740.000","-7.950","-207.020.000","294.859.580","9.21%"
"SMB","0","0","9.100","385.730.000","-9.100","-385.730.000","10.573.886","13.57%"
"TTF","1.200","6.850.000","10.900","61.270.000","-9.700","-54.420.000","152.139.968","0.11%"
"POM","0","0","11.960","168.040.000","-11.960","-168.040.000","115.001.271","7.88%"
"DVP","900","44.960.000","13.070","654.040.000","-12.170","-609.080.000","13.685.600","14.79%"
"DRH","2.300","16.140.000","14.590","101.820.000","-12.290","-85.680.000","28.749.603","1.87%"
"KOS","0","0","12.340","373.050.000","-12.340","-373.050.000","50.490.500","0.33%"
"FTS","28.970","371.569.000","42.000","540.800.000","-13.030","-169.231.000","103.744.646","21.56%"
"SBV","0","0","14.660","155.120.000","-14.660","-155.120.000","9.307.144","14.99%"
"PMG","0","0","15.860","203.010.000","-15.860","-203.010.000","22.384.921","0.69%"
"HAP","6.270","37.120.000","23.680","138.960.000","-17.410","-101.840.000","24.662.063","4.66%"
"TTA","0","0","20.000","300.000.000","-20.000","-300.000.000","66.085.710","0.05%"
"SCR","31.620","230.340.000","51.630","372.910.000","-20.010","-142.570.000","173.738.101","1.58%"
"DLG","0","0","24.450","32.166.200","-24.450","-32.166.200","141.220.775","1.82%"
"NAF","0","0","25.860","469.160.000","-25.860","-469.160.000","43.486.312","2.15%"
"CRE","13.280","432.192.500","39.440","1.269.536.000","-26.160","-837.343.500","27.455.468","14.68%"
"CNG","70","1.380.000","30.000","585.000.000","-29.930","-583.620.000","8.549.220","17.34%"
"DHC","8.220","482.102.000","44.880","2.619.234.000","-36.660","-2.137.132.000","10.548.177","29.80%"
"CTS","0","0","40.000","364.593.400","-40.000","-364.593.400","41.603.388","9.91%"
"LIX","24.400","1.322.690.000","67.470","3.648.580.000","-43.070","-2.325.890.000","12.136.535","11.54%"
"HAG","24.440","112.664.400","67.830","310.394.600","-43.390","-197.730.200","385.277.141","1.04%"
"HQC","16.040","25.980.000","65.170","108.840.000","-49.130","-82.860.000","225.227.379","1.74%"
"ACC","6.500","89.930.000","58.040","810.890.000","-51.540","-720.960.000","3.326.404","15.74%"
"STB","377.630","5.831.320.000","431.560","6.653.540.000","-53.930","-822.220.000","272.966.981","9.30%"
