"DAG","6.80","0.05 (0.7 %)","6.75","6.80","6.89","6.75","504,290","3,435,000,000","0","0"
"HVN","27.20","0.20 (0.7 %)","27.00","26.90","27.35","26.70","977,970","26,328,000,000","74,000","2,016,500,000"
"FUESSV50","14.10","0.10 (0.7 %)","14.00","14.00","14.10","13.81","70,280","978,000,000","0","0"
"HMC","14.50","0.10 (0.7 %)","14.40","14.60","15.00","14.50","3,280","48,000,000","0","0"
"D2D","75.00","0.50 (0.7 %)","74.50","74.90","75.00","73.80","307,310","22,840,000,000","0","0"
"CRC","16.65","0.10 (0.6 %)","16.55","16.55","16.65","16.30","207,560","3,424,000,000","0","0"
"SHI","8.35","0.05 (0.6 %)","8.30","8.30","8.35","8.11","971,840","7,976,000,000","250,000","2,025,000,000"
"EIB","17.25","0.10 (0.6 %)","17.15","17.00","17.25","17.00","295,670","5,090,000,000","30,000","519,000,000"
"KDC","35.80","0.20 (0.6 %)","35.60","35.60","35.90","35.40","432,320","15,413,000,000","0","0"
"S4A","26.95","0.15 (0.6 %)","26.80","26.95","26.95","26.95","250","7,000,000","0","0"
"ICT","19.85","0.10 (0.5 %)","19.75","20.00","20.50","19.85","12,510","252,000,000","0","0"
"ABT","30.25","0.15 (0.5 %)","30.10","30.25","30.25","30.25","10","0","0","0"
"BMC","10.25","0.05 (0.5 %)","10.20","10.20","10.30","10.15","18,940","193,000,000","0","0"
"CDC","21.30","0.10 (0.5 %)","21.20","21.25","21.50","21.10","22,100","469,000,000","0","0"
"ROS","2.21","0.01 (0.5 %)","2.20","2.20","2.23","2.20","4,347,830","9,595,000,000","0","0"
"VNS","11.25","0.05 (0.4 %)","11.20","11.30","11.30","11.25","220","2,000,000","0","0"
"AAM","11.30","0.05 (0.4 %)","11.25","11.25","11.30","11.00","490","6,000,000","0","0"
"FRT","22.70","0.10 (0.4 %)","22.60","22.80","22.95","22.40","351,500","7,971,000,000","0","0"
"PPC","23.10","0.10 (0.4 %)","23.00","23.00","23.20","22.95","120,270","2,770,000,000","0","0"
"HCM","23.40","0.10 (0.4 %)","23.30","23.40","23.40","23.15","2,608,660","60,818,000,000","50,000","1,235,000,000"
"SBV","11.90","0.05 (0.4 %)","11.85","12.00","12.20","11.40","31,820","377,000,000","0","0"
"PMG","12.75","0.05 (0.4 %)","12.70","12.70","12.75","12.70","3,400","43,000,000","0","0"
"PC1","25.80","0.10 (0.4 %)","25.70","26.00","26.00","25.30","239,020","6,125,000,000","0","0"
"DHC","52.70","0.20 (0.4 %)","52.50","52.00","52.70","51.70","409,410","21,395,000,000","0","0"
"TCL","26.80","0.10 (0.4 %)","26.70","26.65","26.80","26.50","130,700","3,481,000,000","0","0"
"AGG","28.60","0.10 (0.4 %)","28.50","28.50","28.90","28.20","639,280","18,170,000,000","0","0"
"TNI","2.96","0.01 (0.3 %)","2.95","2.95","2.98","2.92","453,270","1,333,000,000","0","0"
"POW","9.88","0.03 (0.3 %)","9.85","9.90","9.96","9.86","5,255,050","52,017,000,000","0","0"
"PAN","20.40","0.05 (0.2 %)","20.35","20.35","20.40","20.10","73,880","1,498,000,000","0","0"
"NTL","20.85","0.05 (0.2 %)","20.80","20.95","21.00","20.70","590,570","12,304,000,000","0","0"
"SHA","4.20","0.01 (0.2 %)","4.19","4.15","4.20","4.15","7,180","30,000,000","0","0"
"PNC","8.41","0.02 (0.2 %)","8.39","8.41","8.41","8.41","180","2,000,000","0","0"
"NBB","22.10","0.05 (0.2 %)","22.05","22.10","22.10","20.55","11,730","255,000,000","0","0"
"VMD","22.50","0.05 (0.2 %)","22.45","22.40","22.50","21.60","40","1,000,000","0","0"
"DSN","45.70","0.10 (0.2 %)","45.60","45.60","46.00","45.55","4,630","211,000,000","0","0"
"VSC","47.60","0.10 (0.2 %)","47.50","47.20","47.60","46.70","151,650","7,142,000,000","0","0"
"GAB","193.20","0.40 (0.2 %)","192.80","192.70","194.70","192.70","34,030","6,563,000,000","0","0"
"NNC","49.10","0.10 (0.2 %)","49.00","49.00","49.10","48.90","53,860","2,640,000,000","0","0"
"DRL","53.30","0.10 (0.2 %)","53.20","53.30","53.30","53.30","3,100","165,000,000","0","0"
"DMC","54.90","0.10 (0.2 %)","54.80","54.80","55.00","54.60","36,670","2,010,000,000","0","0"
"FPT","55.20","0.10 (0.2 %)","55.10","55.10","55.90","55.00","1,837,360","101,705,000,000","20,000","1,118,000,000"
"NVL","61.60","0.10 (0.2 %)","61.50","61.70","61.80","61.00","1,326,730","81,469,000,000","415,000","25,103,500,000"
"CLC","33.00","0.05 (0.2 %)","32.95","33.00","33.00","33.00","150","5,000,000","0","0"
"VPI","33.25","0.05 (0.2 %)","33.20","33.20","33.50","32.70","1,850,460","61,581,000,000","0","0"
"PME","73.70","0.10 (0.1 %)","73.60","75.00","75.00","73.60","53,250","3,994,000,000","0","0"
"NSC","73.80","0.10 (0.1 %)","73.70","73.60","73.80","73.10","9,430","693,000,000","0","0"
"PDN","76.50","0.00 (0.0 %)","76.50","76.50","76.50","76.50","0","0","0","0"
"VFG","49.00","0.00 (0.0 %)","49.00","49.00","49.00","49.00","0","0","0","0"
"TTB","4.20","0.00 (0.0 %)","4.20","4.25","4.25","4.17","461,550","1,933,000,000","0","0"
"TTE","12.50","0.00 (0.0 %)","12.50","12.50","12.50","12.50","0","0","0","0"
"TYA","13.40","0.00 (0.0 %)","13.40","13.40","13.45","13.25","12,980","173,000,000","0","0"
"UIC","42.45","0.00 (0.0 %)","42.45","42.05","42.45","41.50","210","9,000,000","0","0"
"NT2","23.00","0.00 (0.0 %)","23.00","23.00","23.05","22.80","119,470","2,744,000,000","0","0"
"VPB","25.50","0.00 (0.0 %)","25.50","25.45","25.50","25.15","5,233,610","132,898,000,000","1,465,700","36,849,940,000"
"NCT","70.80","0.00 (0.0 %)","70.80","70.80","70.80","70.00","22,160","1,561,000,000","0","0"
"VPG","15.80","0.00 (0.0 %)","15.80","15.85","15.85","15.40","1,361,170","21,265,000,000","0","0"
"VNG","15.55","0.00 (0.0 %)","15.55","15.55","15.55","15.35","197,200","3,051,000,000","5,997,075","98,951,737,500"
"OPC","57.90","0.00 (0.0 %)","57.90","57.90","57.90","57.90","0","0","0","0"
"SRF","13.00","0.00 (0.0 %)","13.00","13.00","13.00","13.00","0","0","0","0"
"OGC","7.39","0.00 (0.0 %)","7.39","7.39","7.45","7.36","471,030","3,478,000,000","0","0"
"SMB","36.90","0.00 (0.0 %)","36.90","36.90","36.90","36.50","9,650","354,000,000","0","0"
"SHP","24.80","0.00 (0.0 %)","24.80","24.50","25.00","24.50","1,830","45,000,000","600,000","14,868,900,000"
"SVC","73.00","0.00 (0.0 %)","73.00","73.00","73.00","73.00","0","0","0","0"
"SZL","52.00","0.00 (0.0 %)","52.00","52.00","52.20","51.50","24,770","1,287,000,000","0","0"
"SVI","76.20","0.00 (0.0 %)","76.20","76.20","76.20","76.20","0","0","0","0"
"PTC","9.20","0.00 (0.0 %)","9.20","9.20","9.20","9.20","0","0","0","0"
"PTB","56.30","0.00 (0.0 %)","56.30","56.30","56.80","56.00","280,960","15,814,000,000","0","0"
"PXT","1.50","0.00 (0.0 %)","1.50","1.57","1.58","1.50","48,100","74,000,000","0","0"
"SGN","68.80","0.00 (0.0 %)","68.80","68.80","68.80","68.70","5,150","354,000,000","0","0"
"RIC","4.45","0.00 (0.0 %)","4.45","4.41","4.45","4.41","3,210","14,000,000","0","0"
"TNT","1.78","0.00 (0.0 %)","1.78","1.78","1.80","1.74","72,690","129,000,000","0","0"
"PGI","19.40","0.00 (0.0 %)","19.40","20.00","20.00","19.40","1,510","30,000,000","0","0"
"TRA","70.50","0.00 (0.0 %)","70.50","70.50","71.00","70.00","2,790","195,000,000","0","0"
"TTA","15.05","0.00 (0.0 %)","15.05","15.00","15.10","15.00","575,090","8,634,000,000","0","0"
"TRC","36.00","0.00 (0.0 %)","36.00","36.00","36.10","36.00","3,600","130,000,000","0","0"
"TCB","23.40","0.00 (0.0 %)","23.40","23.50","23.50","23.30","13,546,080","316,689,000,000","250,000","6,090,000,000"
"TBC","24.95","0.00 (0.0 %)","24.95","25.00","25.00","24.75","28,420","709,000,000","0","0"
"TGG","1.03","0.00 (0.0 %)","1.03","1.04","1.04","1.01","155,140","158,000,000","0","0"
"PHC","10.30","0.00 (0.0 %)","10.30","10.50","10.50","10.20","170,640","1,765,000,000","0","0"
"TIX","30.10","0.00 (0.0 %)","30.10","31.90","31.90","30.10","130","4,000,000","0","0"
"CCI","13.50","0.00 (0.0 %)","13.50","13.50","13.50","13.50","0","0","0","0"
"GMD","26.90","0.00 (0.0 %)","26.90","26.80","27.00","26.25","1,293,880","34,379,000,000","0","0"
"HCD","2.61","0.00 (0.0 %)","2.61","2.65","2.73","2.61","334,110","883,000,000","0","0"
"CAV","69.00","0.00 (0.0 %)","69.00","69.40","69.40","68.60","160","11,000,000","0","0"
"FUEVFVND","14.70","0.00 (0.0 %)","14.70","14.70","14.74","14.60","509,910","7,488,000,000","1,120,000","16,425,800,000"
"FUCVREIT","5.20","0.00 (0.0 %)","5.20","5.22","5.22","5.20","5,000","26,000,000","0","0"
"GMC","16.30","0.00 (0.0 %)","16.30","16.20","16.30","16.15","22,860","370,000,000","0","0"
"GDT","37.00","0.00 (0.0 %)","37.00","37.00","37.00","36.95","12,280","454,000,000","0","0"
"AGM","12.15","0.00 (0.0 %)","12.15","12.20","12.30","12.10","48,210","585,000,000","0","0"
"HT1","17.35","0.00 (0.0 %)","17.35","17.45","17.50","17.25","1,343,830","23,370,000,000","0","0"
"HVX","3.44","0.00 (0.0 %)","3.44","3.44","3.44","3.44","0","0","0","0"
"HTV","12.80","0.00 (0.0 %)","12.80","12.80","12.80","12.80","0","0","0","0"
"HOT","25.55","0.00 (0.0 %)","25.55","25.55","25.55","25.55","0","0","0","0"
